date,steps,sleep_hours,heart_rate_bpm,calories_burned,active_minutes
2025-01-01,8694.414256110766,9.5,48.08630513422084,3178.0,49.0
2025-01-02,8727.171000470424,6.756051777711629,70.17172613664573,2615.0,58.0
2025-01-03,9850.184003427681,6.534995607621395,96.70227081315203,4138.0,120.0
2025-01-04,10689.56962882602,6.02181709434473,71.732298319775,4083.0,161.0
2025-01-05,7448.014803342687,5.621624905477086,71.1780886340397,2443.0,134.0
2025-01-06,15369.130964495267,7.3482347799191325,72.90147504772304,3792.0,138.0
2025-01-07,10904.503407704164,7.2923158477267584,60.41589949378517,2696.0,101.0
2025-01-08,11710.918258567928,8.08644287474245,68.45762335839115,2073.0,
2025-01-09,8059.985471009335,6.719248911648614,55.062560260651544,2965.0,40.0
2025-01-10,4856.5919517667235,6.876647858733142,82.70958932057485,3254.0,150.0
2025-01-11,7173.2720651441305,7.804244163404054,76.56083276613207,2122.0,98.0
2025-01-12,,6.132297952531696,66.30794383372742,1885.0,71.0
2025-01-13,9211.62900253753,8.049839887705488,65.25068392830107,2454.0,162.0
2025-01-14,6020.491624998431,4.698720341076482,73.30393514462831,2877.0,153.0
2025-01-15,10135.922206137815,8.448790627346316,61.41474922885919,2322.0,60.0
2025-01-16,9931.943517906218,,53.95623844620868,,
2025-01-17,11602.976290830407,,80.32227743625936,3352.0,
2025-01-18,7361.923996943696,6.82193534370331,76.4947958903912,2498.0,112.0
2025-01-19,10380.189145175013,7.377148747937428,77.09849542590042,4187.0,147.0
2025-01-20,7113.194261699523,7.884811162507284,62.554506486236136,3525.0,41.0
2025-01-21,12305.69757615273,7.450478215190436,59.0931480915221,3372.0,156.0
2025-01-22,6022.44284253005,7.634972699470719,78.97795290372821,3641.0,70.0
2025-01-23,6953.024924849105,5.636470027846297,64.95673053405395,3567.0,117.0
2025-01-24,9235.511819713274,6.933621365968126,51.817403913196166,3739.0,
2025-01-25,6319.413566594971,,68.80719050725591,2131.0,129.0
2025-01-26,12342.588714930182,7.261024139240787,69.41707210278939,3116.0,99.0
2025-01-27,9459.64732826377,5.427100930721215,62.334790163775054,4166.0,
2025-01-28,10981.276027831616,5.956439238039486,64.23872208544631,2558.0,27.0
2025-01-29,10333.009588139626,6.499979687042416,69.44427834475255,2880.0,89.0
2025-01-30,7967.778518956802,7.437102602543263,74.56178453871952,3833.0,176.0
2025-01-31,10172.31537588395,6.217540152681421,70.13435931107357,1817.0,94.0
2025-02-01,9809.89875398081,8.506121850847144,79.42102788172512,4006.0,68.0
2025-02-02,7003.032601657716,6.048532912004892,72.51533561387217,1995.0,110.0
2025-02-03,7399.456853753851,9.016133185383161,52.88561263928486,2642.0,122.0
2025-02-04,13029.80415769537,6.201611664801484,84.9583283296345,2336.0,135.0
2025-02-05,10566.472164686986,8.67961761147439,88.21546087559076,1819.0,58.0
2025-02-06,9389.099257284432,6.526736416167686,82.10638621702333,2505.0,161.0
2025-02-07,6947.159325448907,8.761235858653404,66.39837928610736,3514.0,55.0
2025-02-08,5268.266973048321,8.126868975909446,59.84077854122532,1838.0,179.0
2025-02-09,8490.346706842041,7.418955608732183,55.447445756604374,3578.0,139.0
2025-02-10,12012.254222689693,9.281444563898889,65.2641453464378,,172.0
2025-02-11,6181.813995581387,7.618269908017851,62.06711186102827,1904.0,48.0
2025-02-12,8821.430796163813,6.375576334622393,,3535.0,161.0
2025-02-13,7873.017608359236,9.340993838209368,80.17645029462169,4029.0,54.0
2025-02-14,7940.571433336443,7.827835664103709,67.07216098398087,2690.0,171.0
2025-02-15,,6.748272257663178,82.71090126682927,3177.0,47.0
2025-02-16,10915.377668905729,7.217724621463133,58.6130081205828,2246.0,84.0
2025-02-17,6028.377928823394,8.497915135778843,84.16666349100171,3272.0,103.0
2025-02-18,4607.989486923417,6.606680466204512,62.59829716625363,2885.0,
2025-02-19,15789.634057527233,7.018408682805888,60.43584496963013,2801.0,172.0
2025-02-20,5867.449816873393,9.347566216727115,62.51862375151542,2428.0,50.0
2025-02-21,10598.648152358488,7.243322007265243,66.75501313510503,3111.0,61.0
2025-02-22,7804.195747258714,7.080301343015067,76.37575682732137,3258.0,32.0
2025-02-23,8847.999417222118,7.248239026277713,70.17620639791662,1963.0,177.0
2025-02-24,13847.210418889355,6.927639645195475,64.2388792639409,3655.0,119.0
2025-02-25,9281.778223535392,5.238775107844333,55.92817752632339,3331.0,
2025-02-26,6819.712836336792,6.5441232542348855,74.3734577609833,2730.0,147.0
2025-02-27,7359.888782310049,6.853969861846386,63.97207148381598,2967.0,111.0
2025-02-28,10164.504490518688,8.052238564380211,80.6762166732415,3622.0,34.0
2025-03-01,9638.800520752691,7.8440757106228745,79.2211766701134,3631.0,111.0
2025-03-02,9686.349279644593,5.636767810232944,68.01593452004698,3375.0,148.0
2025-03-03,9229.068952761158,8.303398397647465,81.0993379015015,3859.0,137.0
2025-03-04,12331.791936256119,7.440737751871973,63.90125404986828,3366.0,99.0
2025-03-05,9933.647794416696,5.940689339495719,76.82902271597438,3604.0,60.0
2025-03-06,6059.80708499944,6.7843042605382164,81.93234603042237,4049.0,151.0
2025-03-07,8797.388648732292,7.54450799569605,48.0,1934.0,112.0
2025-03-08,4110.902405201644,6.066731776597216,66.84183375990438,2145.0,36.0
2025-03-09,10862.180637275382,,84.54607946326209,3466.0,33.0
2025-03-10,4174.483917913631,7.35571361497357,72.21771938884606,3319.0,71.0
2025-03-11,,7.136499777478235,69.86811226306166,2751.0,67.0
2025-03-12,11783.54918719978,7.084087949483092,60.070741663842846,1994.0,28.0
2025-03-13,11310.537880201897,6.2589907601766885,71.86311974208516,2925.0,82.0
2025-03-14,8998.757091989442,7.089239275091912,73.17159476108941,2624.0,54.0
2025-03-15,6533.44994693726,7.778412494978092,51.32107874284873,4092.0,93.0
2025-03-16,6882.493254244197,7.894236546724714,64.20823798617864,,
2025-03-17,5948.873578987206,7.9779745954489165,51.04044014593986,3305.0,73.0
2025-03-18,10467.795082052704,6.184083649842334,,2163.0,32.0
2025-03-19,8950.527276864514,5.254782053674423,79.57246959902547,3635.0,176.0
2025-03-20,3270.5274698850662,,59.69558007526585,3594.0,174.0
2025-03-21,12670.00057959709,7.755715233074646,68.6475515206594,2024.0,151.0
2025-03-22,9901.301615412463,6.222376787957365,66.61355277110574,1868.0,116.0
2025-03-23,6837.2067598963695,6.794204587163428,71.65255323049315,3528.0,104.0
2025-03-24,10658.937263117821,6.008597417307357,71.31939168107641,3759.0,36.0
2025-03-25,10501.170265831519,7.2538185884220585,79.17673518062881,3698.0,109.0
2025-03-26,7279.201905284571,8.637603975972578,72.08858017522144,,109.0
2025-03-27,6984.973810997382,,72.31761519727961,3552.0,35.0
2025-03-28,7002.751739064341,6.565721601289488,51.516067865348546,2125.0,
2025-03-29,6159.4531365518005,6.619898510908497,76.85844557829344,4066.0,162.0
2025-03-30,5987.799360116348,8.07565179436861,74.58374092487959,2693.0,111.0
2025-03-31,8748.954220535386,8.277785817577112,57.51021451651466,3408.0,71.0
2025-04-01,6835.08499383685,6.806744811424351,72.19954796390776,3360.0,154.0
2025-04-02,8608.622819849865,6.670089922088619,57.38370336100343,3618.0,24.0
2025-04-03,5376.045297414701,,84.16385307497839,,30.0
2025-04-04,4495.9045419939885,6.580698374459997,78.07669438970315,2567.0,133.0
2025-04-05,6708.358176666652,7.333238204131301,,2158.0,62.0
2025-04-06,10627.383941387483,5.750162361847616,76.30160779821615,2025.0,161.0
2025-04-07,7564.216038833877,7.066289446697136,56.023918927321006,2216.0,115.0
2025-04-08,8399.891607293734,7.003654138269166,73.11203596775563,3725.0,76.0
2025-04-09,7888.021030184383,7.131102680900813,69.19393904923228,2386.0,80.0
2025-04-10,11569.691799167687,9.162956341770629,51.80973460979641,2184.0,51.0
2025-04-11,7127.619270563322,7.534111773138971,74.78595867882007,3837.0,114.0
2025-04-12,9144.950264054147,6.395188326454342,53.934803070639774,4079.0,148.0
2025-04-13,7352.7572198943835,9.323387625634235,80.88486050973403,3563.0,25.0
2025-04-14,10900.335842065335,6.93500189675675,66.33690503162067,2547.0,147.0
2025-04-15,10600.35821130171,6.31436244351422,70.83415811525224,4126.0,83.0
2025-04-16,8559.99738999513,6.934458409086126,78.860741928535,2316.0,126.0
2025-04-17,7267.9116642638255,7.999471771877149,,3160.0,84.0
2025-04-18,6709.669166228903,8.679874795323911,66.50216849172051,3311.0,144.0
2025-04-19,7203.201377907135,8.13468095590462,54.226293435425994,2010.0,48.0
2025-04-20,7806.639574946188,6.674327846238038,63.61478847956434,4155.0,49.0
2025-04-21,8914.72728801305,7.332358738608011,,3125.0,71.0
2025-04-22,7917.386299292686,5.407996989002288,50.95920810956578,1828.0,119.0
2025-04-23,7686.099415238956,5.979440981191084,80.93433238099932,,141.0
2025-04-24,8277.823003004009,,60.37463677176952,3152.0,95.0
2025-04-25,8802.231074601601,8.360443866540638,73.304660024959,2646.0,170.0
2025-04-26,8258.109201720123,7.405597625985123,,2862.0,42.0
2025-04-27,9645.631298041324,6.154237067361736,73.64344549635932,2295.0,26.0
2025-04-28,6920.215047699403,6.272068833202985,79.70858774526964,1833.0,174.0
2025-04-29,9156.807375281584,6.179381066455018,65.07228106294292,3349.0,68.0
2025-04-30,8776.848288423082,6.178290336063708,76.06837101705511,3532.0,48.0
2025-05-01,6191.633519156248,8.09836346202371,74.00493393245831,2050.0,96.0
2025-05-02,,6.9107238510049696,74.9697504791894,4161.0,117.0
2025-05-03,8620.055103298153,7.218684954015398,,2903.0,
2025-05-04,9650.537034009614,,51.8300913432913,4117.0,50.0
2025-05-05,7730.362888887798,6.925649019575108,63.224100750029194,1869.0,81.0
2025-05-06,4228.2074118920245,6.805128901148945,58.10902067421689,1909.0,63.0
2025-05-07,9192.283230635545,7.542780232160451,60.06711889479192,,101.0
2025-05-08,11184.480500245201,7.162116422355834,76.10122317267897,2045.0,152.0
2025-05-09,10847.81804626438,4.845762769533211,,2326.0,77.0
2025-05-10,7461.871806233386,,64.10115076107414,3685.0,27.0
2025-05-11,8944.149756840228,8.15382222945057,69.15869474912586,1910.0,64.0
2025-05-12,7674.321972930229,6.607931147617284,56.86534552243978,2534.0,145.0
2025-05-13,3685.611832731781,5.983116761643175,62.1890461395624,3927.0,109.0
2025-05-14,,7.734351029467717,63.13246995336969,3891.0,71.0
2025-05-15,8378.799342986225,7.83569170838278,84.47041632761609,2738.0,
2025-05-16,,7.157452420799228,67.72914075599029,3045.0,30.0
2025-05-17,10947.77782024338,7.331184388302771,48.0,4140.0,
2025-05-18,10609.192118170566,7.575235880660532,75.799892090304,2886.0,104.0
2025-05-19,9108.796782811369,7.803936609610773,79.65355656860586,2627.0,36.0
2025-05-20,10667.634638308169,6.263931197719343,62.97230696769124,4195.0,126.0
2025-05-21,7453.049886339457,6.497708990928329,63.049003379991994,3762.0,72.0
2025-05-22,10625.216378983661,7.499128570980671,71.84787663299709,3217.0,67.0
2025-05-23,4008.210009343835,7.88563862510894,,3216.0,
2025-05-24,11586.21963180753,8.634343376057934,62.267119825027414,3266.0,122.0
2025-05-25,12896.244707328882,7.033447771236479,79.93709813566416,3130.0,148.0
2025-05-26,9631.817879503924,6.091303005144106,48.1085190270237,3083.0,23.0
2025-05-27,11023.861054153658,7.123141212901993,67.01085342033106,2558.0,69.0
2025-05-28,6931.719740038183,,61.09924155251825,3989.0,37.0
2025-05-29,4680.835458422289,6.479511582030751,84.60208758028983,1885.0,159.0
2025-05-30,7422.360574749089,8.966196854278467,67.03284650445491,3332.0,53.0
2025-05-31,10726.887135735624,7.715356865306926,65.08668698326173,3020.0,128.0
2025-06-01,11507.915633788432,6.715962323949408,57.08587883681546,1988.0,81.0
2025-06-02,,7.442975840138204,68.950195329128,3933.0,23.0
2025-06-03,5141.857080012309,6.932037823432527,74.38229077944621,1971.0,128.0
2025-06-04,9729.287700534744,7.0986308984663635,67.10648038872041,2936.0,59.0
2025-06-05,3000.0,8.549028683222744,53.004955977647086,2720.0,106.0
2025-06-06,5626.626507236402,7.00048139388362,58.566342029337655,2330.0,126.0
2025-06-07,6903.310544750123,7.250302735924444,64.39212672107871,1875.0,77.0
2025-06-08,4603.230901325878,7.5096747802476,58.51865246085751,2672.0,72.0
2025-06-09,9074.329460061354,7.961654444797445,77.74368737485916,2878.0,53.0
2025-06-10,5648.322941952535,4.765220073467823,72.47455361155346,3742.0,66.0
2025-06-11,6137.95237399369,8.255041979894198,64.0840024330794,3520.0,101.0
2025-06-12,8198.332647213594,7.533079052696665,77.42801934407119,2082.0,140.0
2025-06-13,12356.832220606273,5.6587503881629635,66.74854805673053,2581.0,66.0
2025-06-14,7173.915145124032,7.1790059372847255,71.99406119306728,1813.0,120.0
2025-06-15,6945.506197038475,6.18969749812624,59.15589381040989,1809.0,129.0
2025-06-16,7815.161914293104,6.888886175202355,77.02620495162769,3774.0,123.0
2025-06-17,6001.115927638308,8.835494541813164,58.65406351131193,2468.0,
2025-06-18,7457.434235090184,8.853702258075757,66.60671141489081,3452.0,121.0
2025-06-19,3334.1894797548302,,68.29117435955122,3101.0,132.0
2025-06-20,7877.993481664111,7.469532046781886,80.5906702763825,3734.0,173.0
2025-06-21,10420.43529915277,6.917245203204586,,3937.0,21.0
2025-06-22,4758.418034582411,7.987806844802195,48.91733120054556,3850.0,59.0
2025-06-23,14532.537022408382,8.301922703517608,72.11502744821763,2217.0,138.0
2025-06-24,8508.255301377148,7.85935144388257,70.54465965356984,2495.0,35.0
2025-06-25,14778.774491531216,7.347554587564256,64.33763554226672,2568.0,148.0
2025-06-26,6000.502251319504,7.694346041122433,55.50358580068068,4075.0,25.0
2025-06-27,10588.979863871627,7.857867238773888,57.993355255214425,2145.0,45.0
2025-06-28,,8.510622053712044,80.97906309538973,1842.0,106.0
2025-06-29,6957.407729245579,6.960161002978539,83.26169995163146,3886.0,137.0
2025-06-30,,7.0093352207629005,62.407757192227216,3900.0,56.0
2025-07-01,9466.160568614985,7.732868889510957,72.32845153092904,1805.0,34.0
2025-07-02,5007.059658837514,5.6332741854516994,73.9980440629366,3340.0,155.0
2025-07-03,7004.731224645159,5.667815395685662,68.58424573113683,2599.0,95.0
2025-07-04,9937.141618443544,6.498120301419961,64.25469473018548,3728.0,66.0
2025-07-05,8576.785301174797,,58.365731387671936,3925.0,178.0
2025-07-06,10255.258658608944,8.583357547349394,56.53998262776323,2515.0,24.0
2025-07-07,,,,2991.0,59.0
2025-07-08,8431.998094120214,7.551217445883259,,2439.0,87.0
2025-07-09,4690.501562755626,5.820306688919283,68.02982268316175,3441.0,33.0
2025-07-10,7692.480122846323,6.568095274360505,71.55723099671525,2225.0,70.0
2025-07-11,12695.906861243413,7.240820439904613,,2951.0,142.0
2025-07-12,7527.045851905503,8.573827126265856,62.42298078617693,3050.0,98.0
